Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
1250 Shakespeare Ave,2025060096.0,2003085,204,Bronx,211,16,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.83845520019531,-73.92286682128906,Highbridge,false,1250,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Shakespeare Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.92287 40.838455),10452,10930,50,5,42,27
409 Bushwick Ave,3031170048.0,3395383,301,Brooklyn,485,34,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.703277587890625,-73.9370346069336,Bushwick South,false,409,Publicly Accessible Donation Bins,info@usagain.com,718-417-0383,Bushwick Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.937038 40.703276),11206,17213,36,2,30,56
133-44 150 St,4121159936.0,4263080,412,Queens,788,28,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.666900634765625,-73.78938293457031,Baisley Park,false,133-44,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,150 St,,Helpsy,https://www.helpsy.co/,POINT (-73.789386 40.666901),11436,24669,41,3,46,71
167 Olympia Blvd,5032549888.0,5107510,502,Staten Island,70,50,"Clothing, Shoes, Coats",40.59183120727539,-74.07414245605469,Old Town-Dongan Hills-South Beach,false,167,Publicly Accessible Donation Bins,N/A,631-225-5246,Olympia Blvd,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-74.07414200000001 40.59183),10305,10692,30,1,14,76
614 W 114 St,1018950080.0,1057354,109,Manhattan,199,7,"Clothing, Shoes, Coats",40.80687713623047,-73.96585845947266,Morningside Heights,true,614,Nonprofit Organizations/Thrift Stores,ciemergencyfoodprograms@gmail.com,212-854-6310,W 114 St,Ford Hall,Community Impact at Columbia University: Food Pantry,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3419&BId=3383,POINT (-73.96586 40.806877),10025,12422,37,4,23,17
111-17 Sutphin Blvd,4121550080.0,4310826,412,Queens,270,28,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.688232421875,-73.79507446289063,South Jamaica,false,111-17,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Sutphin Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.795077 40.688231),11435,24668,41,3,46,71
514 Broadway,1004830016.0,1007235,102,Manhattan,45,1,"Clothing & shoes. Bring in a minimum of 5 items & receive 15% off your next purchase. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.72248840332031,-73.9989013671875,SoHo-TriBeCa-Civic Center-Little Italy,false,514,Retail Store Takeback Programs,https://guessbymarciano.guess.com/en/customercare/contactus/,(212) 925-0817,Broadway,,GUESS by Marciano,https://guessbymarciano.guess.com/en/resourced/,POINT (-73.9989 40.72249),10012,12075,57,4,32,2
262 Lewis Ave,3016339968.0,3044599,303,Brooklyn,277,36,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.68732452392578,-73.93609619140625,Stuyvesant Heights,false,262,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Lewis Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.936097 40.687325),11221,18181,69,2,49,52
3455 3 Ave,2023720064.0,2001326,203,Bronx,145,16,"Clothing, Shoes",40.82978820800781,-73.90678405761719,Claremont-Bathgate,false,3455,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,3 Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.906782 40.829788),10456,10934,34,5,42,25
2759 Webster Ave,2032780032.0,2016403,207,Bronx,40502,15,"Clothing, Shoes, Coats",40.865482330322266,-73.88636016845703,Bedford Park-Fordham North,true,2759,Nonprofit Organizations/Thrift Stores,N/A,718-220-4892,Webster Ave,,Part of the Solution (POTS),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3441&BId=3407,POINT (-73.88636 40.865481),10458,10936,24,5,22,31
6709 108 St,4.02176e9,4051865,406,Queens,741,29,"Clothing, Shoes",40.72873306274414,-73.84709930419922,Forest Hills,false,6709,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,108 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.847098 40.728734),11375,14786,40,3,28,70
515 5 Ave,3010357504.0,3392322,306,Brooklyn,141,39,"Clothing, Shoes, Linens, Accessories",40.66648483276367,-73.98809814453125,Park Slope-Gowanus,true,515,Nonprofit Organizations/Thrift Stores,info@chailifeline.org,718-788-5433,5 Ave,,Life Boutique Thrift,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=693&BId=637,POINT (-73.988099 40.666485),11215,17617,14,2,27,50
395 W Broadway,1004870016.0,1007313,102,Manhattan,47,1,Contact store for details,40.7241325378418,-74.00189208984375,SoHo-TriBeCa-Civic Center-Little Italy,false,395,Retail Store Takeback Programs,�onlinesupport@eileenfisher.com,212-431-4567,W Broadway,,Eileen Fisher,https://www.eileenfisher.com/renew,POINT (-74.001895 40.72413400000001),10012,12075,57,4,32,1
2236 Hylan Blvd,5036969984.0,5053574,502,Staten Island,11202,50,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.57600021362305,-74.10387420654297,New Dorp-Midland Beach,false,2236,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Hylan Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.103877 40.575999),10306,10693,30,1,14,76
18 Church St,1000580032.0,1088795,101,Manhattan,13,1,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.71038818359375,-74.01172637939453,Battery Park City-Lower Manhattan,false,18,Retail Store Takeback Programs,info@hm.com,855-466-7467,Church St,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-74.01173 40.71039),10048,11727,56,4,32,1
1544 E 174 ST,2038850048.0,2094907,209,Bronx,56,18,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.833988189697266,-73.87891387939453,West Farms-Bronx River,false,1544,Publicly Accessible Donation Bins,info@usagain.com,(347) 879-7310,E 174 ST,,USAGAIN LLC,http://www.usagain.com/,POINT (-73.87891269999994 40.833989200000076),10472,11610,58,5,31,26
1416 Unionport Rd,2039330048.0,2028969,209,Bronx,222,18,"Clothing, Shoes",40.834957122802734,-73.85435485839844,Parkchester,false,1416,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Unionport Rd,,Usagain LLC,http://www.usagain.com/,POINT (-73.854354 40.834958),10462,11271,58,5,31,26
259-55 Francis Lewis Blvd,4136859904.0,4290968,413,Queens,656,31,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.65538787841797,-73.72669219970703,Rosedale,false,259-55,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Francis Lewis Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.726696 40.655386),11422,24018,63,3,47,63
3936 10 Ave,1022230016.0,1064794,112,Manhattan,293,10,"Clothing, Shoes, Coats",40.86619186401367,-73.91799926757813,Marble Hill-Inwood,false,3936,Publicly Accessible Donation Bins,N/A,631-225-5246,10 Ave,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.918 40.866193),10034,13092,47,4,39,22
1260 Franklin Ave,2026150016.0,2004302,203,Bronx,149,16,"Clothing, Shoes",40.830894470214844,-73.90238952636719,Morrisania-Melrose,false,1260,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Franklin Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.902386 40.830895),10456,10934,34,5,42,25
139 Flatbush Ave,3020017408.0,3348849,302,Brooklyn,35,35,UNIQLO Clothing,40.68450927734375,-73.976806640625,Fort Greene,false,139,Retail Store Takeback Programs,WeCare@MAIL.Uniqlo-usa.com,1-877-486-4761,Flatbush Ave,,UNIQLO,https://www.uniqlo.com/us/en/home/,POINT (-73.97681 40.68451),11217,17619,68,2,48,50
250 E 139 St,2023330048.0,2097046,201,Bronx,51,8,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.811824798583984,-73.92716217041016,Mott Haven-Port Morris,false,250,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,E 139 St,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.927159 40.811826),10451,10929,49,5,35,23
179-05 Linden Blvd,3050850048.0,3116694,317,Brooklyn,820,40,"Clothing, Shoes",40.65275573730469,-73.95188903808594,Prospect Lefferts Gardens-Wingate,false,179-05,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Linden Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.951888 40.652756),11226,13510,61,2,11,40
100 Park Ave,5010050048.0,5023730,501,Staten Island,207,49,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.63803482055664,-74.13214111328125,Port Richmond,false,100,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Park Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.132139 40.638035),10302,10370,4,1,13,75
730-732 9 Ave,1010407488.0,1077841,104,Manhattan,127,3,"Clothing, Shoes, Coats, Accessories",40.76310348510742,-73.98894500732422,Clinton,true,730-732,Nonprofit Organizations/Thrift Stores,info@housingworks.org,347-473-7400,9 Ave,,Housing Works,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=66&BId=122,POINT (-73.988948 40.763105),10019,12081,12,4,10,10
487 Columbus Ave,1011969984.0,1031216,107,Manhattan,169,6,"Clothing, Shoes, Coats, Accessories",40.78469467163086,-73.97310638427734,Upper West Side,false,487,Organizations/Thrift Stores,Info@UBNYC.com,212-362-8877,Columbus Ave,,Unique Boutique Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=781&BId=725,POINT (-73.97310800000001 40.784694),10024,12421,20,4,19,12
32-09 21 St,4005550080.0,4006395,401,Queens,45,22,"Clothing, Shoes",40.76484298706055,-73.93174743652344,Astoria,false,32-09,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,21 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.931744 40.764843),11106,16863,39,3,4,72
110-25 Guy R. Brewer Blvd,4101900032.0,4216901,412,Queens,264,27,"Clothing, Shoes, Coats",40.6927375793457,-73.7881088256836,South Jamaica,true,110-25,Nonprofit Organizations/Thrift Stores,N/A,718-291-2676,Guy R. Brewer Blvd,,Bethel Gospel Tabernacle Church,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=220&BId=271,POINT (-73.788107 40.692739),11433,24668,41,3,6,71
238 Vermont St,3037050112.0,3083686,305,Brooklyn,1144,37,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.673927307128906,-73.89460754394531,East New York (Pennsylvania Ave),false,238,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Vermont St,,Helpsy,https://www.helpsy.co/,POINT (-73.894611 40.673926),11207,17214,45,2,37,47
5616 Church Ave,3.04704e9,3103107,317,Brooklyn,938,41,"Clothing, Shoes, Coats, Other",40.65232849121094,-73.92403411865234,Rugby-Remsen Village,false,5616,Publicly Accessible Donation Bins,N/A,914-573-2266,Church Ave,,Standard Recycling Corp,N/A,POINT (-73.924034 40.652327),11203,16866,61,2,17,40
629 Richmond Rd,5006260224.0,5016099,501,Staten Island,47,49,"Clothing, Shoes",40.611324310302734,-74.08887481689453,Grymes Hill-Clifton-Fox Hills,true,629,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Richmond Rd,,Planet Aid,http://www.planetaid.org/,POINT (-74.08887200000001 40.611324),10304,10691,4,1,13,74
4302 Ft Hamilton Pkwy,3056019968.0,3136075,312,Brooklyn,112,39,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.641197204589844,-73.9939956665039,Sunset Park East,false,4302,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Ft Hamilton Pkwy,,Helpsy,https://www.helpsy.co/,POINT (-73.993999 40.641199),11219,17621,2,2,27,39
9111 4 Ave,3060869888.0,3154759,310,Brooklyn,58,43,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.61862564086914,-74.02957916259766,Bay Ridge,false,9111,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,4 Ave,,Helpsy,https://www.helpsy.co/,POINT (-74.029576 40.618626),11209,17216,10,2,44,41
495 Broadway,1.00484e9,1007252,102,Manhattan,49,1,Denim only.,40.72214889526367,-73.99984741210938,SoHo-TriBeCa-Civic Center-Little Italy,false,495,Retail Store Takeback Programs,N/A,646-613-1847,Broadway,,Levi Strauss,https://www.levi.com/US/en_US/blog/article/where-to-recycle-your-clothes/�,POINT (-73.99985 40.722149100000024),10012,12075,57,4,32,1
1490 Clove Rd,5006609920.0,5016628,501,Staten Island,16901,49,"Clothing, Shoes, Coats, Other",40.61214828491211,-74.09954071044922,Westerleigh,false,1490,Publicly Accessible Donation Bins,N/A,914-573-2266,Clove Rd,,Standard Recycling Corp,N/A,POINT (-74.099541 40.612149),10301,10369,4,1,13,74
239 W 49 St,1010209984.0,1024789,105,Manhattan,125,3,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Towels",40.761474609375,-73.98574829101563,Midtown-Midtown South,true,239,Nonprofit Organizations/Thrift Stores,N/A,212-581-2910,W 49 St,,Encore Community Services,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3555&BId=3539,POINT (-73.985747 40.761475),10019,12081,11,4,10,10
1144 Madision Ave,1014967488.0,1072932,108,Manhattan,15001,4,Contact store for details,40.780067443847656,-73.9595947265625,Upper East Side-Carnegie Hill,false,1144,Retail Store Takeback Programs,contactus@madewell.com,212-249-2409,Madision Ave,,Madewell,https://www.madewell.com/inspo-do-well-denim-recycling-landing.html,POINT (-73.959598 40.780066000000005),10028,12425,23,4,51,11
498 Columbia St,3005789952.0,3329546,306,Brooklyn,53,38,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.674522399902344,-74.00852966308594,Carroll Gardens-Columbia Street-Red Hook,false,498,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Columbia St,,Helpsy,https://www.helpsy.co/,POINT (-74.008529 40.674522),11231,13514,14,2,7,48
101-05 37 Ave,4017420032.0,4043295,403,Queens,379,21,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.75295639038086,-73.86600494384766,North Corona,false,101-05,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,37 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.866002 40.752955),11368,14510,65,3,21,73
104-38 Jamaica Ave,4092890112.0,4194285,409,Queens,12602,32,"Clothing, Shoes",40.69498062133789,-73.84209442138672,Richmond Hill,false,104-38,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Jamaica Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.84209600000001 40.69498),11418,24014,46,3,41,60
134-35 101 Ave,0.0,0,409,Queens,152,28,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.69371032714844,-73.8128890991211,Richmond Hill,false,134-35,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,101 Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.812886 40.693709),11419,24015,46,3,46,60
245-34 Horace Harding Expy,4082760192.0,4171723,411,Queens,152901,23,"Clothing, Shoes, Coats",40.75973129272461,-73.73291778564453,Douglas Manor-Douglaston-Little Neck,false,245-34,Publicly Accessible Donation Bins,N/A,631-225-5246,Horace Harding Expy,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.732914 40.75973),11362,14197,26,3,16,69
88-01 Queens Blvd,4018437376.0,4437281,404,Queens,473,25,Shoes,40.73550796508789,-73.8746109008789,Elmhurst,false,88-01,Retail Store Takeback Programs,CUSTOMERSERVICE@DSW.COM,(718) 595-1361,Queens Blvd,,DSW,https://www.dsw.com/en/us/content/give-a-pair,POINT (-73.87461279999998 40.735509500000035),11373,14784,66,3,5,68
25-03 Parsons Blvd,4047790080.0,4108020,407,Queens,1047,20,"Clothing, Shoes, Accessories",40.776371002197266,-73.82383728027344,Murray Hill,false,25-03,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Parsons Blvd,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.823839 40.77637),11354,13832,22,3,3,67
1420 Parkchester Rd,2039387520.0,2096665,209,Bronx,212,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.8352165222168,-73.85846710205078,Parkchester,false,1420,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Parkchester Rd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.858467 40.835215),10462,11271,58,5,31,26
1065 E 163 St,2027420032.0,2094370,202,Bronx,119,17,"Clothing, Shoes",40.82121276855469,-73.89073944091797,Hunts Point,false,1065,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,E 163 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.89074100000002 40.821211),10459,10937,8,5,43,24
1862 Webster Ave,2029000064.0,2094556,206,Bronx,231,15,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.84696578979492,-73.90083312988281,Mount Hope,false,1862,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Webster Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.90083 40.846966),10457,10935,35,5,22,31
115 E 138 St,2.02344e9,2001023,201,Bronx,63,8,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.81383514404297,-73.93065643310547,West Concourse,false,115,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,E 138 St,,Helpsy,https://www.helpsy.co/,POINT (-73.930654 40.813835),10451,10929,49,5,35,23
112-20 Farmers Blvd,4104400128.0,4222062,412,Queens,400,27,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.70012283325195,-73.76411437988281,St. Albans,false,112-20,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Farmers Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.764115 40.700123),11412,15312,41,3,6,71
219-16 Linden Blvd,4.12736e9,4274361,413,Queens,608,27,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.69505310058594,-73.74055480957031,Cambria Heights,false,219-16,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Linden Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.740551 40.695052),11411,15311,63,3,6,63
149-28 14 Ave,4046599936.0,4105615,407,Queens,981,19,"Clothing, Shoes, Coats, Towels",40.78834915161133,-73.81501007080078,Whitestone,true,149-28,Publicly Accessible Donation Bins,N/A,866-931-0232,14 Ave,,Carecycle Inc,carecyclecares.com/,POINT (-73.815009 40.788349),11357,14192,22,3,20,67
546 Howard Ave,3014749952.0,3039562,316,Brooklyn,361,41,"Clothing, Shoes, Accessories",40.66899871826172,-73.92033386230469,Ocean Hill,false,546,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Howard Ave,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.920333 40.668997),11233,13516,55,2,17,46
409 E 95 St,3046700032.0,3101853,317,Brooklyn,886,41,"Clothing, Shoes, Coats",40.657291412353516,-73.91828918457031,Rugby-Remsen Village,true,409,Nonprofit Organizations/Thrift Stores,info@cogef.org,718-385-1043,E 95 St,,Hope Center Development Corporation,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3490&BId=3469,POINT (-73.918288 40.657291),11212,17614,61,2,17,40
